Cause,Count,Percentage,Cumulative_Percentage
"Failed Protection System Equipment - Misoperation from fault on the El Reno 109 to Roman Nose 187, 188 138kV line - Disturbance ID 11329",1,0.01,87.87000000001059
Unknown - HLH 16-043N Issued to PSO. PSO advised that workers were on lunch and not on the line. Targets indicated an instantaneous overcurrent C phase to ground at 23.2 miles from Fixico.,1,0.01,87.8800000000106
"Human Error - OESCO personnel caused an inadvertent opening of Sooner 138kV breakers 181 and 101. While jumpering a knife block to remove potentials for the Osage line, a contact occurred between B phase and a current source causing the open. No load was dropped as a result of this operation and both breakers reclosed normally.",1,0.01,87.8900000000106
"Weather, excluding lightning - Weater in the area",1,0.01,87.9000000000106
"Weather, excluding lightning - Weather in area.  Sinclair Drumwright 30 is open so Chandler 11 is just heating up line to Sinclair Drumwright.  Greenwood PCB 9 is not affected.",1,0.01,87.91000000001061
Unknown - It doesn't appear that Drumright 7 operated. Bluebell/Bristow may have operated on a through fault.,1,0.01,87.92000000001062
"Foreign Interference - A dump truck got into the line near bryant street, half a mile south of I-240.",1,0.01,87.93000000001062
Unknown - SPA reports their Tupelo/Greasy Creek 138kV Line opertated. Tupelo 32 and Paoli 162 did not operate. The carrier fromTupelo to Lula is currently turned off. Refer to TCC log entry on 10/6/2016 for more info.,1,0.01,87.94000000001063
"Human Error - Grant Wind was having relay testing done at Grant Wind farm. The techinician on site disconnected the fiber going to Renfrow to prevent tripping, but when the rolled their lock out, Renfrow 312 and 319 tripped open. Grant Wind was contacted to make sure everyone was safe and in the clear before closing breaker back.",1,0.01,87.95000000001063
"Unknown - Maud Tap operated one time and stayed open, but Fixico did not operate. Maud Tap would not reclose. Chad Roberts found bad limit that switch kept the breaker from reclosing and replaced it. The cause of the operation was a static ground that had come loose.",1,0.01,87.96000000001064
"Failed AC Substation Equipment - Failed bus work at Ratliff sub. Breaker 10 was already opened previously. Do not track counters for FIS 122 per Mize.  Bus work fell apart between 122 and 122M, bus work on 122M side was still in the air, bus work on 122 side fell down, no targets per field personnel, 138kV bus stayed hot and never operated, had to clear out with switching so repairs could be made. May need to investigate as a possible misoperation. Contact David Mize for more specific information.",1,0.01,87.97000000001064
Unknown - No weather in  the area.,1,0.01,87.98000000001065
"Weather, excluding lightning - Ice Storm.  Scada was down so there is no way to know when the breakers closed back since our switching starts with 318 open on the 17th then when the return switching the breaker has to be opened then closed.",1,0.01,87.99000000001065
"Weather, excluding lightning - ice storm",1,0.01,88.00000000001066
"Weather, excluding lightning - Ice Storm.  Scada was down at Beaver County.  Not sure if ll this is right.",1,0.01,88.01000000001066
"Weather, excluding lightning - Notified DCC. DCC reported there was no load in service at Newman Ave at this time.   Ice Storm",1,0.01,88.02000000001067
"Weather, excluding lightning - Ice storm.  SCADA was down not sure of times.",1,0.01,88.03000000001067
"Weather, excluding lightning - Ice Storm Damage",1,0.01,88.04000000001068
"Weather, excluding lightning - Ice storm, weather. Trip time unknown due to loss of comms.",1,0.01,88.05000000001068
"Weather, excluding lightning - Ice storm related issues.",1,0.01,88.06000000001069
Unknown - Ice storms in the area.,1,0.01,88.0700000000107
Unknown - Frozen rain in the area.,1,0.01,88.0800000000107
"Failed AC Circuit Equipment - unknown disturbance and crew dispatched.   UPDATE: Healdton/Ratliff 69kV line restored to normal at 1420 on 1/11/16, fault due to blown lightning arrestor at County Line substation",1,0.01,88.0900000000107
Human Error - Bluebell/Bristow/Drumright 69kV line relays appear to have operated for a fault on the Bluebell/Sapulpa 69kV line disturbance #11439. Switching was being performed at the time by placing Bluebell PCB 1 on Man before Bluebell PCB 6 and this allowed PCB 6 to reclose. Engineering will investigate to verify if this was actually a mis-operation,1,0.01,88.10000000001071
Failed AC Circuit Equipment - Bluebell/Sapulpa 69KV line tripped out due to broken shoe and insulators on B phase.,1,0.01,88.11000000001071
Failed AC Circuit Equipment - Drumright PCB 7 operated during the Bluebell/Sapulpa 69kV line disturbance #11439. TCC log indicates a failed carrier at Drumright on 8/30/2016 by Marty Fry.,1,0.01,88.12000000001072
Unknown - SCADA down at Tarby,1,0.01,88.13000000001072
Power System Condition - Tripped during Switching od S1960. opening Glass Mountain 131. Notified WFEC and DCC of Trip and reclose.,1,0.01,88.14000000001073
"Weather, excluding lightning - Enid PCB 88 may have mis-operated.",1,0.01,88.15000000001073
Unknown - Cause of trip is unknown at this time,1,0.01,88.16000000001074
"Weather, excluding lightning - PSO Weleekta PCB 61A operated twice and stayed open.  Fixico PCB opened and closed back.  DTF 14.2 miles",1,0.01,88.17000000001075
Unknown - SPA reported AØ to ground.,1,0.01,88.18000000001075
"Unknown - No weather in the area. Notified WFEC, PSO & DCC.  Verifed with PSO they aslo tripped and reclosed. DTF 23.5 miles from Osage 109 into their PSO line section. No OGE load affected.",1,0.01,88.19000000001076
"Human Error - T116 was out for breaker functional, field crew inadvertently tripped T115",1,0.01,88.20000000001076
Human Error - Relay Tech working at Arcadia sent an inadvertent Transfer trip to Northwest PCB's 311/381.,1,0.01,88.21000000001077
"Weather, excluding lightning - Very Windy conditions.  Imo PCB 7 opened but Knobhill had to be opened by SCADA.  Had reprots from WFEC that we were single phasing at thier Cozy Curve and Helena subs.  DTF from IMO was 34.5 miles.  Opened at Cozy Curve Tap 30 and closed IMO 7 and picked up all the load on the line.  From Cozy Curve Tap 30 to Knob hill PCB 9 is de-energized to remove fault.  Line broke in two at structure 32/2.  SW of Cherokee.",1,0.01,88.22000000001077
"Unknown - Light rain in the area. Notified DCC, PSO & OMPA.",1,0.01,88.23000000001078
Unknown - There was a fire in the area on 11-18-16 but there is no evidence that this contributed to the disturbance event.  To date no other operations have occured.  The GRDA Operator had no additional information.,1,0.01,88.24000000001078
"Weather, excluding lightning - Wether in area.  All breakers operated, then MOS 32 at 3rd St Opened to sectionalize the line",1,0.01,88.25000000001079
Unknown - All breakers operated and reclosed.  Weather in the area.,1,0.01,88.26000000001079
"Weather, excluding lightning - Alva PCB 8 closed back but Cleo Corner PCB 7 closed and opened and had an alarm on the breaker as soon as the alarm went away the breaker closed and opened up and locked out.",1,0.01,88.2700000000108
"Weather, excluding lightning - Five poles down",1,0.01,88.2800000000108
Unknown - Only Three sands 13 operated.,1,0.01,88.2900000000108
"Weather, excluding lightning - Line was actually placed back in service 7/4/17 at 2106. Breaker close times are after opening line switches. See switching S0938 for details. Clearance was issued to repair damage.",1,0.01,88.30000000001081
Lightning - Lula 11 already open due to outage.,1,0.01,88.31000000001082
Other - misop,1,0.01,88.32000000001082
Other - Burner problem,1,0.01,88.33000000001083
"Unknown - Gracemont 313 was switched out under S0805, while performing return switching at step 10 closing Gracemont 313 @1551.",1,0.01,88.34000000001083
"Unknown - Notified DCC & AVEC. Notified personnel to investigate due to second operation in a few days, last occurred on 6/23/17 with only Roland Rd. 8 trip and reclose.",1,0.01,88.35000000001084
Unknown - Drumright 7 did not show to have operated  From Log 8/30/2016 Marty Fry investigated and found problem at Drumright. He is failing in service the carrier and tester until this can be fixed,1,0.01,88.36000000001084
Unknown - VBI 82 & 84 did not show to operate. Notified AVEC & DCC.,1,0.01,88.37000000001085
"Unknown - No weather in the area. Notified DCC, KAMO & Sooner PP.",1,0.01,88.38000000001085
"Unknown - No weather in the area. Notified DCC, WFEC & OMPA.  Dustin Kingcade in route to investigate.  N.E. Enid 11 did not trip.   OMPA will check their end at OMPA Pond Creek dor any signs of single phasing.",1,0.01,88.39000000001086
Unknown - HSL did not operate. No weather in the area,1,0.01,88.40000000001086
"Lightning - Sunnyside 113 tripped closed 1x, 183 tripped closed manual.  Rocky Point 109 showed non operation    Rocky Point 109 operated.  SCADA went down at Rocky Point during this operation.",1,0.01,88.41000000001087
Lightning - Warner PCB 83 & 84 did not trip due to no source on both side of breaker. Two lines were out due to storm.,1,0.01,88.42000000001087
"Weather, excluding lightning - Structures down between Warner & Eufaula Reservoir Tap.",1,0.01,88.43000000001088
"Unknown - Breakers were on Supv on both ends, reclosed by Scada.",1,0.01,88.44000000001088
"Weather, excluding lightning - Cleo Corner 10 Tripped closed 2X's locked open, Test @ 2214",1,0.01,88.45000000001089
"Weather, excluding lightning - Chikaskia 11 to Osage 9 to Three Sands 13 trip closed 3 x's and held",1,0.01,88.4600000000109
Unknown - Alva 6 trip/close 1 time and held,1,0.01,88.4700000000109
"Weather, excluding lightning - Cleo Corner 10 Tripped closed 2X's locked open, WFEC sectionalized 2 Hazelton Tap.  Reclosed for Test @ 19:29",1,0.01,88.4800000000109
Failed AC Substation Equipment - Snake found on cap cans.,1,0.01,88.49000000001091
"Unknown - Only Chikaskia 10 operated, Scada only showed one operation, relays showed multiple.  Crews found bad jumper, this time between Kay Coop Tap/Blackwell Tap",1,0.01,88.50000000001091
"Failed AC Circuit Equipment - Only Chikaskia 10 operated, downed phase between Blackwell Tap and Kay COOP Tap. See log entry 17056.",1,0.01,88.51000000001092
Failed AC Circuit Equipment - High side fuse blown on bank-4,1,0.01,88.52000000001092
"Unknown - No weather in the area, DCC notified.",1,0.01,88.53000000001093
Unknown - Origin Wind Farm tripped offline,1,0.01,88.54000000001093
"Unknown - Between 1240 and 1246 hours Fixico 10 operated 10 times. Was subsequently opened by SCADA to prevent further operations. Maud Tap did not operate.    Trent Montgomery reports that the relay was not working properly and has since been changed out and tested. For this reason, there are no targets on this operation.",1,0.01,88.55000000001094
"Unknown - At 20:432 on 06/03/2017 The Johnston County / Arbuckle 138kV line section is locked open due to a persistent fault.   Load off at Mill Creek & PEC Sub. No weather in the area.  Dispatched personnel to investigate the outage. Case study indicates NO contingencies issues associated with this outage.    No mitigation plan needed at this time.  Notified DCC, PEC & SPP RC of outage.  CROW 146433 Outage entered into the TCC OPS Log and TCC Disturbance data base. Unknown return time or date for this outage.  Update: Jimmy Combs reports line is being flown and personal gathering materials and standing by. 09:12  Broken crossarm, ETR 16:00 per Jimmy Combs  Update: At 18:47 6/4/17 Mill Creek Tap/ Mill Creek 138kV line has been restored. Load to Mill Creek has been restored at 18:47 6/4/17 from Arbuckle 108. Load to PEC Sub was restored at 00:24 6/4/17 from Johnston County 185. Notified DCC. Closed & timed out CROW 146433, Updated Disturbance report & Ops Log.",1,0.01,88.56000000001094
Other - Failed Circuit card tripped CT1 & ST1  with 2274 MW's.  Expected to return in the morning.,1,0.01,88.57000000001095
"Unknown - Jensen Rd 107 operated at the same time as Cimarron/Shepard Ave 345KV line operated, (dist id #11798)  WFEC El Reno 352 open per SPP RC to mitigate congestion for PSO. This means Cimarron/Jenson Rd 138kV line is the only source for Jenson Rd/PSO Red Rock loads through Jenson Rd 107.",1,0.01,88.58000000001095
"Lightning - The Uniroyal 112 to Sunnyside 112, 182 138kV line was out of service during this event.  With this line section out of service there was not a source behind Uniroyal 113 so it did not operate.",1,0.01,88.59000000001096
"Unknown - Canadian River PCB 389 did not show to operate by SCADA and the line did not show voltage going to 0KV on the analogs.    Canadian River 389 operated as designed.  It opened at 05:38:15.793 and closed (HB, DL) at 05:38:16.105.  SCADA did not report Canadian River 389 operation.",1,0.01,88.60000000001097
Failed Protection System Equipment - Bluebell 6 appears to have Miss-Operated for a fault on the Oak Grove / Greenwood 69kV line. No other breakers on this line operated.,1,0.01,88.61000000001097
"Unknown - Fixico 10 to Maud Tap 7 trip/close 1 x, unknown condition, DCC notified",1,0.01,88.62000000001098
Lightning - Sooner 312 was switched out,1,0.01,88.63000000001098
Unknown - Healdton PCB 9 did not operate. NO weather in the area.,1,0.01,88.64000000001099
"Weather, excluding lightning - Severe weather in the area. Notified DCC & SPA.",1,0.01,88.65000000001099
"Weather, excluding lightning - Tarby 9 failed to reclose via relay action or SCADA.  Eric Nipper investigated the PCB 9 and patrolled the Tarby / Stateline 69kV line and was unable to locate any faults. All items were reset. Isolated and tested the PCB 9 and then the Line, all appeared to work properly and the breaker and line was restored.",1,0.01,88.660000000011
"Weather, excluding lightning - Severe weather in the area. Agency 11 tripped and reclosed. Five Tribes 69kV PCB 7 switched out under S0880 to replace PCB 7.",1,0.01,88.670000000011
"Weather, excluding lightning - Chandler 14 did not operate. No Source",1,0.01,88.680000000011
"Weather, excluding lightning - Ranch Road 393 and 311 also tripped for this fault. Ranch Road / Sooner was already open. When Ranch Road / Open Sky and Open Sky/Rose Hill  tripped all sources were removed and wind farms came offline.  SEE Report 12011",1,0.01,88.69000000001101
Failed Protection System Equipment - Ranch Road 393 and 311  tripped for Open Sky/Rose Hill fault. Ranch Road / Sooner was already open. When Ranch Road / Open Sky  and Open Sky/Rose Hill tripped all sources were removed and wind farms came offline. See Report 12010  Possible Mis-Op  Open Sky 388 did not trip,1,0.01,88.70000000001102
"Weather, excluding lightning - To WFEC Cherokee.  Operated multiple times.  Gave it an open  command.  WFEC said they will try their Cherokee PCB 246 after the storm passes.",1,0.01,88.71000000001102
"Weather, excluding lightning - To WFEC Cherokee.  WFEC reports DTF 14.6 miles.  Operated 4 times and locked out.  WFEC said their Cherokee PCB 246 was holding.  Closed by Scada.",1,0.01,88.72000000001103
Failed AC Circuit Equipment - Plant indicated loss of vacuum trip.   no counter = no updated number,1,0.01,88.73000000001103
Unknown - Fixico PCB closed back but PSO PCB 61A did not.  DTF 20.5 miles but there is a three way terminal 5 miles out.,1,0.01,88.74000000001104
"Weather, excluding lightning - WFEC's breaker locked open, closed back and held. Appears Cimarron 181/111 mis-Operated for fault",1,0.01,88.75000000001104
"Unknown - Not for sure where mis-op was. Could have been fault on Maud Tap / Etowah, or possibly fault out of Maud Tap 9 line MW reading went high at the time these breakers tripped.",1,0.01,88.76000000001105
"Human Error - Ft Smith/ANO 500KV line tripped and 581 reclosed. PCB 585 failed to reclose automatically. After further investigation, OGE technicians replacing fault recorders failed to properly isolate FT switches. Problem has been identified and corrected. It has been discovered that PCB 585 issue is a programming problem and is in the process of being updated. PCB 585 was manually synch'd and closed at 1001 restoring the Ft. Smith/ANO lio normal service.",1,0.01,88.77000000001105
Failed AC Substation Equipment - plant investigating possible ground fault in unit 4 aux xfmr,1,0.01,88.78000000001106
Lightning - Lost the Boiler during startup right after coming online.,1,0.01,88.79000000001106
Unknown - Inglewood 109 failed to reclose allowing Dale 130 to open during HSL 107 second reclose. Once Dale 130 was open HSL 107 closed and held allowing HSL 183 to reclose HLIP. Forest Hill 113 will only close HLIP and since Inglewood 109 stayed open Forest Hill never tried to reclose. System operator opened Inglewood 130 and closed Inglewood 109 thinking a fault was still on the line. After speaking with Shawnee tech came to the conclusion something had mis-operated and tried closing Forest Hill 113 by Scada. Forest Hill 113 stayed closed. Closed Dale 130 and Inglewood 130 by Scada.,1,0.01,88.80000000001107
Human Error - Woodward Dist EHV 308 & 388 goes to ITC 28R8 & 28H9    GE grounded the capacitor for their testing causing diff lock.    Diff lock out from reac,1,0.01,88.81000000001107
Unknown - Enid PCB 6 & 15 trip and reclosed 1X with MOS 24 open causing in loss of 69/12.5 kv Bank 4,1,0.01,88.82000000001108
"Failed AC Circuit Equipment - Thunder storms in area, H structure down near 10th and Sara Rd (Mustang PCB 106 open for maintenance during this event)",1,0.01,88.83000000001108
Unknown - Cimarron/Minco 345kV operated and reclosed. El Reno misoperated,1,0.01,88.84000000001109
"Unknown - Cimarron/Shepard mis-operated during this event, see seperate disturbance report",1,0.01,88.8500000000111
"Unknown - Dale 130 auto operated and Horseshoe Lake closed back, Inglewood and Forest Hill locked open, Inglewood 130 opened and 109 closed by SCADA. Maud Tap 107 misoperated.",1,0.01,88.8600000000111
Vegetation - Line is owned by Candadian Hills. Report of a tree in the line.,1,0.01,88.8700000000111
"Unknown - Healdton 9 to Ratliff 10 Trip open close 2 x's affecting County Line Tap, County Line, Wildhorse Tap, Mobil Oil Tap, and Citation oil. DCC notified.",1,0.01,88.88000000001111
Failed AC Circuit Equipment - Three Terminal line operated and then sectionalized at Acorn and Chitwood,1,0.01,88.89000000001111
"Failed AC Circuit Equipment - Phase down between Blackwell Tap and Kay Coop  At 00:02 on 07/20/2017 Chikaskia 69kV PCB has tripped opened up due to a persistent fault.   No Load off. No weather in the area. Dispatched personnel to investigate the outage.  Personnel discovered phase down between Blackwell Tap and Kay Co-op Tap 69kv Line section.   Case study indicates NO contingencies issues associated with this outage.  No mitigation plan needed at this time.  Notified DCC, SPP RC, OMPA  & WFEC of trip.    CROW 152703 See S0993.  Outage entered into the TCC OPS Log and TCC Disturbance data base. Unknown return time or date for this outage.",1,0.01,88.90000000001112
Unknown - Jason Thomas discovered am owl that was on the ground and is believed to have caused the fault. The Bus 2 relay lockout was reset and closed the PCB 312 and restored power to Bus 2 and the feeders.,1,0.01,88.91000000001112
Failed AC Circuit Equipment - Dist Bank 1 appears have caused the trip. All breakers closed back. Notified WFEC & DCC.,1,0.01,88.92000000001113
Failed AC Circuit Equipment - This is the second time this line has operated and it has locked open. DTF shows 11 miles from Cimarron.   Found broken bracket on structure,1,0.01,88.93000000001113
Failed AC Circuit Equipment - Found broken bracket on structure,1,0.01,88.94000000001114
Unknown - Jensen Rd 107 operated at the same time as Cimarron/Shepard Ave 345KV line operated (dist id #11800)  WFEC El Reno 352 open per SPP RC to mitigate congestion for PSO. This means Cimarron/Jenson Rd 138kV line is the only source for Jenson Rd/PSO Red Rock loads through Jenson Rd 107.,1,0.01,88.95000000001114
Lightning - Crews found and repaired a cracked insulator on the reactor bus.,1,0.01,88.96000000001115
"Weather, excluding lightning - storms in area. 38th St MOS 35 and Mustang MOS 33 opened. Mustang PCB 86 failed to reclose, closed by Scada at 2252 on 5/10/17",1,0.01,88.97000000001115
"Weather, excluding lightning - Broken insulator between PSO Weleekta 4824 & 4823.",1,0.01,88.98000000001116
"Weather, excluding lightning - DTF shows fault on VBI side, Branch to Grand Prairie Tap energized at 1114, crews looking for fault on VBI side.   Both AMOS's opened as designed and ring bus breakers closed back.",1,0.01,88.99000000001116
Foreign Interference - Dump truck in line at SE 15th & Council,1,0.01,89.00000000001117
Unknown - WFEC indicates that there was a fault indication 10 miles from Cherokee to OGE Alva. Notified DCC & WFEC. No comms available at time of disturbance for any breaker operations at Alva. Cleo Corner 7 was the only breaker to show to operate twice and reclose and remain closed.,1,0.01,89.01000000001117
"Unknown - WFEC indicates that there was a fault indication 10 miles from Cherokee to OGE Alva 6, DTF shows 0 or no change and no SCADA indicted targets. Notified DCC & WFEC. No comms available at time of disturbance for any breaker operations at Alva, suspect  all load was lost at Alva, Alva PCB 7 was switched out due to breaker and relay issues per S0536. Cleo Corner 7 was the only breaker to show to operate twice and reclose and remain closed. Unsure if Cleo Corner 7 was a mis-op.",1,0.01,89.02000000001118
Unknown - No weather in the area. Notified DCC & OMPA. Distance to fault from Tarby shows 40.9 miles (DTF) should be near or at Stateline however the lines mileage per SCADA indicates only 34 miles of line from Tarby to Stateline.,1,0.01,89.03000000001119
"Unknown - AMOS 131 auto sectionalized, ring bus closed back automatically.",1,0.01,89.04000000001119
"Unknown - The Branch end relayed out but the VBI failed to operate, suspect single phase.  Personnel dispatched.",1,0.01,89.0500000000112
Unknown - Went through the reclosing schedule and locked out. DTF 3 miles outside Badger.,1,0.01,89.0600000000112
"Weather, excluding lightning - Drumright 7 misoperated",1,0.01,89.0700000000112
"Unknown - Warwick T126 was open at the time, Bellcow was radially feeding Warwick Bank 2./ Trip and reclose.",1,0.01,89.08000000001121
"Weather, excluding lightning - Memorial/Stonewall went through its reclosing schedule and locked out. Fault was located and sectionalized between Remington Park Tap 34 and Stonewall 111.",1,0.01,89.09000000001122
"Weather, excluding lightning - Wind took down 4 H structures",1,0.01,89.10000000001122
"Weather, excluding lightning - Severe storms in area, Jensen Rd 110 tripped at same time, appears to be a misoperation.",1,0.01,89.11000000001123
Unknown - Bluebell 69kV PCB 6 operated during disturbance #11793 on the Cushing Tap /Greenwood 69kV line. Appears to overreached causing misoperation.  Bluebell/Bristow/Drumright 69kV line ACT in alarm since 5/21/17.   From the TCC log on 8/30/16: Marty Fry investigated and found problem at Drumright. He is failing in service the carrier and tester until this can be fixed.,1,0.01,89.12000000001123
"Weather, excluding lightning - WFEC reports that they had a trip on their 152 and 252, which is downstream of their 352. Jensen Road 110 overreached.",1,0.01,89.13000000001124
"Weather, excluding lightning - WFEC was already open",1,0.01,89.14000000001124
Failed Protection System Equipment - El Reno 109 & 110 did not show they tripped,1,0.01,89.15000000001125
Lightning - Okarche 35 opened 10 seconds into the incident allowing El Reno PCB 11 to re-energize Okarche load.,1,0.01,89.16000000001125
Failed Protection System Equipment - Misoperation from fault on the Fixico 8 to Forest Hill 12 to Maud Tap 9 69kV line - Disturbance ID 11628,1,0.01,89.17000000001126
Unknown - DTF shows 75.6 miles from Fort Smith. Fort Smith/ANO 500kV line breakers are 581 and 585. Fort Smith PCB 581 out of service for work. Fort Smith 345kV 585 not in database yet. Fort Smith PCB 585 reclosed once and locked out.,1,0.01,89.18000000001126
Equipment failure on low side,1,0.01,89.19000000001127
Foreign Interference - Fault in the PSO system PSO Earlsboro and PSO Weleetka.  No loads OGE loads lost,1,0.01,89.20000000001127
Lightning - Weather in area.  All breakers operated nd reclosed.,1,0.01,89.21000000001128
Lightning - Weather in area.  All Breakers operated and reclosed,1,0.01,89.22000000001128
Other - Drumright 7 appears to have Misop for a fault on the Beeline/Bluebell 138kV line.,1,0.01,89.23000000001129
"Weather, excluding lightning - Both breakers operated and reclosed",1,0.01,89.24000000001129
"Weather, excluding lightning - Weather in area.  Greenwood Breakers operated and reclosed.  Linwood distribution breaker stayed open",1,0.01,89.2500000000113
Failed Protection System Equipment - Bluebell 6 appears to have Miss-Operated for a fault on the Linwood / Greenwood 69kV line. No other breakers on this line operated.,1,0.01,89.2600000000113
"Weather, excluding lightning - storms in area. appears to be misop during disturbance 11686.",1,0.01,89.27000000001131
"Weather, excluding lightning - storms in area. appears to be misop during disturbance 11689.",1,0.01,89.28000000001131
"Weather, excluding lightning - storms in area  Raccoon got into 12.5kV bus work and damaged station power transformer",1,0.01,89.29000000001132
"Weather, excluding lightning - Weather in Area.  Muskogee 102 showed to operate on Scada but it doesn't have reclosing according to the reclosing report.    Muskogee 102 did not operate per relay SER data.",1,0.01,89.30000000001132
"Weather, excluding lightning - Five Tribes 6 did not close back auto or by Scada. Breaker won't close",1,0.01,89.31000000001133
Other - Fault was between Kingfisher Sub & Shepard Ave.  Shepard 345-2 & 345-1 locked open,1,0.01,89.32000000001133
"Unknown - Primary diff relay trip,,tertiary bank 4 trip    Dennis Stewart 405-370-8615 with OGE at Northwest Sub investigating Transformer Bank 4 Trip. Station Pwr Grounding Transformer Relay picked up tripping Transformer.",1,0.01,89.33000000001134
Unknown - PEC Oaklawn transformer had a differential and didn't clear so our breakers operated.  Opened PEC Oaklawn Switch 134.  Closed Arbuckle 109 and the line held.,1,0.01,89.34000000001134
Unknown - Drumright 7 misop,1,0.01,89.35000000001135
Failed Protection System Equipment - Completing open report because all information is entered.. edg,1,0.01,89.36000000001135
Unknown - Muskogee 345kV Bus 2 diffed out.  Muskogee 384 and 394 misop. Pecan Creek 381 and 311 misop.,1,0.01,89.37000000001136
"Failed AC Substation Equipment - Fault on the Muskogee 345kV Bus #2  Muskogee 385 was already open during the event.  When Muskogee 315 opened this broke flow on the Muskogee 315, 385 to Fort Smith 385, 386 345kV line    The targets are from the Muskogee 345kV Bus # 2 differential relays",1,0.01,89.38000000001136
Lightning - Maud Tap 10 to Park Lane 7 trip/close 1 time 3 min after first report,1,0.01,89.39000000001137
"Weather, excluding lightning - Maud Tap 10 to Park Lane 7 trip/close 1 time",1,0.01,89.40000000001137
"Weather, excluding lightning - Fixico 8 to Forest Hill 12 to Maud Tap 9 tripped/closed 1 time 11.5 miles from Fixico",1,0.01,89.41000000001138
"Weather, excluding lightning - Warner AMOS 36 sectionalized, Warner 83 and 84 closed back.",1,0.01,89.42000000001138
Failed Protection System Equipment - Bodle St T116 did not operate. SPA Brown 52 did not operate. Unknown cause of breaker operation.,1,0.01,89.43000000001139
"Failed AC Circuit Equipment - Renfrow 130 sectionalized, Renfrow 118 and 102 closed back.",1,0.01,89.4400000000114
"Weather, excluding lightning - Renfrow 130 sectionalized, Renfrow 118 and 102 closed back.",1,0.01,89.4500000000114
"Weather, excluding lightning - Maud Tap 107 misop",1,0.01,89.4600000000114
"Weather, excluding lightning - Maud Tap 8 misop    Was the Normally Open at Etowah MOS 33 Closed?",1,0.01,89.47000000001141
"Weather, excluding lightning - Appears to be a misoperation. Maud Tap 107 tripped and reclosed when Shawnee/Forrest Hill 69KV line tripped and reclosed.",1,0.01,89.48000000001142
Unknown - Notified SWEPCO & DCC.,1,0.01,89.49000000001142
"Unknown - Tripped out, Notified DCC & Muskogee.",1,0.01,89.50000000001143
"Weather, excluding lightning - Disturbance caused Cypress to swap switches and sectionalize with Fixico open and Letha without power.  DCC said no one without power at Wewoka so it sectionalized properly (no RTU there).    Letha power back on 04:20",1,0.01,89.51000000001143
"Weather, excluding lightning - Penn 106, Sw 5th 108 reclosed.  Hobby Lobby T115 did not.  This went all the way to Dayton 107 The AMOS 134 opened going toward Dayton.  Poles down 29th and Rockwell  Possible cause.    This started out at Dayton PCB 107 and Hobby Lobby T115 then AMOS 134 opened then Hobby Lobby T115 tried closing back.",1,0.01,89.52000000001144
"Weather, excluding lightning - Operated when Penn and SW 5th and Hobby Lobby  operated.  Kentucky distribution highside feeder FIS 21 operated as well.",1,0.01,89.53000000001144
"Weather, excluding lightning - This started out at Daytion PCB 107 and Hobby Lobby T115 then AMOS 134 opened then Hobby Lobby T115 tried closing back.    Penn 106, Sw 5th 108 reclosed.  Hobby Lobby T115 did not.  This went all the way to Dayton 107 The AMOS 134 opened going toward Dayton.  Poles down 29th and Rockwell  Possible cause.",1,0.01,89.54000000001145
"Unknown - Cedar lane 106 to Paoli 107 trip one time and closed  ;  DTF 11.6 miles from Paoli, Notified DCC, WFEC & OMPA.",1,0.01,89.55000000001145
"Unknown - Trip & reclose, Notified DCC and WFEC.",1,0.01,89.56000000001146
"Human Error - Kyle Lynn, sub maintenance, couldn't find an event at Barling, counter hasn't changed since 6-8-16.",1,0.01,89.57000000001146
Unknown - Butterfield 113 overreached,1,0.01,89.58000000001147
Unknown - RTU was down at Drumwright,1,0.01,89.59000000001147
Unknown - Paoli 107 was already open and cedar lane opened once. WFEC reported their breakers operated correctly at Canadian. In reference to Hollywood as well.,1,0.01,89.60000000001148
"Failed Protection System Equipment - Tripped during WFEC Canadian/ cedar lane / Paoli operation, Wilkinson DID NOT trip per SCADA.    NOTE: Rex Brown with OU (Corix) reports that OU recieved transfer trip during this event and it tripped off their CT(s). SCADA also showed a TT alarm during this. Not sure if TT is supposed to be sent if only Hollywood trips.",1,0.01,89.61000000001148
Other - Low steam temp,1,0.01,89.62000000001149
Unknown - The Bristow 110 appeared to not have opened up via Scada.,1,0.01,89.63000000001149
"Foreign Interference - FT Smith C171 Cap Bank tripped open without issuing a command.  Called James Claiborne 479-965-5372, he will respond and inspect.  James found a dead snake by Cap Bank. 87traget indicated on Relay, Cap Bank did not lock out. Closed by SCADA, worked normal.",1,0.01,89.6400000000115
Unknown - winds in area,1,0.01,89.6500000000115
Unknown - High winds in area. at the time of this operation we had Hemlock 32 closed and 33 open so we dropped load when this line operated,1,0.01,89.66000000001151
Unknown - see related operation at seminole to maud tap at same time  Forest Hill 113 did not operate.,1,0.01,89.67000000001151
Unknown - see related operation at Horseshoe Lake / Inglewood / Forest Hill  Seminole 187 was open at the time of this disturbance.,1,0.01,89.68000000001152
Unknown - No Severe Weather in the Area,1,0.01,89.69000000001152
Human Error - clear weather,1,0.01,89.70000000001153
Unknown - clear weather - 16.3 miles out of Paoli per DTF,1,0.01,89.71000000001153
Unknown - PSO confirmed a trip and reclose on their end as well.,1,0.01,89.72000000001154
Unknown - Park Lane to Seminole lock out due to weather.,1,0.01,89.73000000001154
